OBJECTID,DescSeg,TipoPNV,CODIGO
12125,ENTR BR-429(A) (PRESIDENTE MÉDICE) - ENTR BR-429(B) (JI PARANÁ,Pavimentada,364BRO1160
12126,ENTR RO-479(B) (P/ESTRELA DE RONDÔNIA) - ENTR BR-429(A) (PRESIDENTE MÉDICi),Pavimentada,364BRO1154
12127,ENTR RO-383(A) (RIOZINHO) - ENTR RO-383(B) (CACOAL),Pavimentada,364BRO1140
12128,ENTR RO-387 (P/ESPIGÃO DO OSTE) - ENTR RO-383(A) (RIOZINHO),Pavimentada,364BRO1130
12129,ENTR RO-010 (PIMENTA BUENO) - ENTR RO-387 (P/ESPIGÃO DO OSTE),Pavimentada,364BRO1120
12130,MARCO RONDON - ENTR RO-010 (PIMENTA BUENO),Pavimentada,364BRO1110
12131,ENTR RO-391 (POSTO GUAPORÉ) - MARCO RONDON,Pavimentada,364BRO1090
12132,INICIO PISTA DUPLA (PORTO GRANELEIRO) - PORTO VELHO (ENTR. AV. LAURO SODRE),Duplicada,319BRO0340
12133,DIV AM/RO - INÍCIO TRAVESSIA RIO MADEIRA,Pavimentada,319BRO0310
12134,ENTR BR-364(A) (DIV MT/RO) - INICIO PISTA DUPLA,Pavimentada,174BRO0150
12135,ENTR MT-459 (PEDRA PRETA) - ENTR BR-163(A),Pavimentada,364BMT0676
12136,ENTR MT-458 (P/NOVA GALILÉIA) - ENTR MT-459 (PEDRA PRETA),Pavimentada,364BMT0674
12137,ENTR MT-470 - ENTR MT-458 (P/NOVA GALILÉIA),Pavimentada,364BMT0672
12138,ENTR MT-461(B) - ENTR MT-470,Pavimentada,364BMT0670
12139,RIO 12 DE OUTUBRO - DIV MT/RO,Pavimentada,174BMT0134
12140,ENTR MT-388(B) (P/JAURÚ) - ENTR MT-248 (CERRO AZUL),Pavimentada,174BMT0090
12141,ENTR MT-265/388(A) - ENTR MT-388(B) (P/JAURÚ),Pavimentada,174BMT0070
12142,PORTO ESPERIDIÃO - ENTR MT-265/388(A),Pavimentada,174BMT0050
12143,ENTR MT-180 - PORTO ESPERIDIÃO,Pavimentada,174BMT0036
12144,ENTR MT-339 - ENTR MT-180,Pavimentada,174BMT0035
12145,ENTR MT-175(B) - ENTR MT-339,Pavimentada,174BMT0034
12146,ENTR MT-175(A) - ENTR MT-175(B),Pavimentada,174BMT0033
12147,ENTR MT-170 (CARAMÚJO) - ENTR MT-175(A),Pavimentada,174BMT0032
12148,ENTR BR-070(B) - ENTR MT-170 (CARAMÚJO),Pavimentada,174BMT0030
12149,MATUPÁ - GUARANTÃ DO NORTE,Pavimentada,163BMT0852
12150,PEIXOTO DE AZEVEDO - MATUPÁ,Pavimentada,163BMT0850
12151,ITAUBA - ENTR MT-320(A) (SANTA HELENA),Pavimentada,163BMT0836
12152,ENTR BR-364(B)/MT-010(B)/240(B) (POSTO GIL) - NOVA MUTUM,Pavimentada,163BMT0790
12153,ENTR MT-240(A) - ENTR BR-364(B)/MT-010(B)/240(B) (POSTO GIL),Pavimentada,163BMT0780
12154,ENTR MT-241 (NOBRES) - ENTR MT-240(A),Pavimentada,163BMT0771
12155,ACESSO ROSÁRIO OESTE - ENTR MT-241 (NOBRES),Pavimentada,163BMT0752
12156,ENTR MT-246(B) - ACESSO ROSÁRIO OESTE,Pavimentada,163BMT0750
12157,JANGADA - ENTR MT-246(B),Pavimentada,163BMT0730
12158,ENTR MT-246(A) (P/ACORIZAL) - JANGADA,Pavimentada,163BMT0728
12159,ENTR MT-170(A) - JUÍNA,Pavimentada,174BMT0190
12160,MATA GRANDE - ENTR MT-246(A) (P/ACORIZAL),Pavimentada,163BMT0725
12161,ENTR BR-070(B)/MT-060(B) (TREVO LAGARTO) - MATA GRANDE,Pavimentada,163BMT0724
12162,ENTR MT-140(A) - ENTR BR-070(A)/MT-140(B) (SÃO VICENTE),Pavimentada,163BMT0630
12163,ENTR MT-453 - ENTR MT-140(A),Pavimentada,163BMT0618
12164,ENTR MT-260 - ENTR MT-453,Pavimentada,163BMT0616
12165,ENTR MT-457(B) - ENTR MT-260,Pavimentada,163BMT0614
12166,ENTR MT-457(A) (P/JACIÁRA) - ENTR MT-457(B),Duplicada,163BMT0612
12167,ENTR MT-344 - ENTR MT-457(A) (P/JACIÁRA),Duplicada,163BMT0610
12168,ENTR MT-472 (SÃO PEDRO DA CIPA) - ENTR MT-344,Pavimentada,163BMT0600
12169,ENTR MT-373 - ENTR MT-472 (SÃO PEDRO DA CIPA),Pavimentada,163BMT0599
12170,JUSCIMEIRA - ENTR MT-373,Pavimentada,163BMT0598
12171,ENTR MT-454 (SANTA ELVIRA) - JUSCIMEIRA,Pavimentada,163BMT0597
12172,ENTR MT-469(B) - ENTR MT-454 (SANTA ELVIRA),Pavimentada,163BMT0596
12173,INICIO DA PAVIMENTAÇÃO - RIBEIRÃO CASCALHEIRA,Pavimentada,158BMT0222
12174,ENTR BR-174(A)/MT-343 (CÁCERES) - ENTR BR-174(B),Pavimentada,070BMT0590
12175,POSTO TREVINHO - ENTR BR-070(B)/MT-060(B) (TREVO LAGARTO) *TRECHO URBANO*,Duplicada,163BMT0722
12176,ENTR MT-050(B)/351(B) - POSTO TREVINHO *TRECHO URBANO*,Duplicada,163BMT0720
12177,ENTR AVENIDA DA FEB - ENTR MT-050(B)/351(B) *TRECHO URBANO*,Duplicada,364BMT0810
12178,ENTR MT-050(A)/060(A) (PONTE NOVA) - ENTR AVENIDA DA FEB *TRECHO URBANO*,Duplicada,163BMT0702
12179,ENTR BR-251/MT-020/351(A) - ENTR MT-050(A)/060(A) (PONTE NOVA) *TRECHO URBANO*,Duplicada,163BMT0700
12180,ENTR AVENIDA MIGUEL SUTIL (AREÃO) - ENTR BR-251/MT-020/351(A) *TRECHO URBANO*,Duplicada,163BMT0690
12181,ENTR MT-040 (P/SANTO ANTÔNIO DO LEVERGER) - ENTR AVENIDA MIGUEL SUTIL (AREÃO) *TRECHO URBANO*,Duplicada,364BMT0770
12182,ACESSO TIJUCAL (CONTORNO CUIABÁ) - ENTR MT-040 (P/SANTO ANTÔNIO DO LEVERGER) *TRECHO URBANO*,Duplicada,070BMT0420
12183,ENTR MT-407 - ACESSO TIJUCAL (CONTORNO CUIABÁ),Duplicada,070BMT0418
12184,ACESSO PASCOAL RAMOS - ENTR MT-407,Duplicada,070BMT0416
12185,ACESSO DISTRITO INDUSTRIAL - ACESSO PASCOAL RAMOS,Duplicada,364BMT0753
12186,ENTR BR-163(A)/364(A)/MT-140(B) (SÃO VICENTE) - ENTR MT-455,Pavimentada,070BMT0400
12187,ENTR MT-403 - ENTR BR-163(A)/364(A)/MT-140(B) (SÃO VICENTE),Pavimentada,070BMT0390
12188,ENTR MT-450 - ENTR MT-403,Pavimentada,070BMT0378
12189,ENTR MT-140(A)/344 - ENTR MT-450,Pavimentada,070BMT0376
12190,CAMPO VERDE - ENTR MT-140(A)/344,Pavimentada,070BMT0375
12191,ENTR MT-453(B) - CAMPO VERDE,Pavimentada,070BMT0374
12192,ENTR MT-453(A) - ENTR MT-453(B),Pavimentada,070BMT0373
12193,ENTR MT-454 - ENTR MT-453(A),Pavimentada,070BMT0372
12194,ENTR MT-130(B) (P/ALTO COITÉ - POXORÉU) - ENTR MT-454,Pavimentada,070BMT0370
12195,ENTR MT-130(A) (PRIMAVERA DO LESTE) - ENTR MT-130(B) (P/ALTO COITÉ - POXORÉU),Pavimentada,070BMT0350
12196,ENTR MT-373 - ENTR MT-130(A) (PRIMAVERA DO LESTE),Pavimentada,070BMT0330
12197,PRESIDENTE MURTINHO - ENTR MT-373,Pavimentada,070BMT0328
12198,ENTR MT-383 - PRESIDENTE MURTINHO,Pavimentada,070BMT0326
12199,ENTR MT-110(B) (P/TESOURO) - ENTR MT-383,Pavimentada,070BMT0324
12200,PAREDÃO GRANDE - ENTR MT-110(B) (P/TESOURO),Pavimentada,070BMT0322
12201,ENTR MT-110(A) - PAREDÃO GRANDE,Pavimentada,070BMT0321
12202,ENTR MT-446 (COLÔNIA MERURE) - ENTR MT-110(A),Pavimentada,070BMT0320
12203,ENTR MT-107 (GENERAL CARNEIRO) - ENTR MT-446 (COLÔNIA MERURE),Pavimentada,070BMT0310
12204,ENTR BR-158(B) (FIM DA DUPLICAÇÃO) - ENTR MT-107 (GENERAL CARNEIRO),Pavimentada,070BMT0300
12205,INICIO DA DUPLICACAO - ENTR BR-158(B) (DIV GO/MT) (ARAGARÇAS),Duplicada,070BGO0275
12206,INÍC VARIANTE II SERRA DE SÃO VICENTE - FIM VARIANTE II SERRA DE SÃO VICENTE,Pavimentada,163BMT0650
12207,FAZENDINHA - ENTR AC-495 (ASSIS BRASIL),Pavimentada,317BAC0610
12208,DIV AM/RO - IGARAPÉ DO ÍNDIO,Em obras de pavimentação,319BRO0225
12209,ENTR MT-469(A) - ENTR MT-469(B),Pavimentada,163BMT0594
12210,ENTR MT-270(B) - ENTR MT-469(A),Pavimentada,163BMT0592
12211,ENTR MT-483 (ANEL RODOVIÁRIO RONDONÓPOLIS) - ENTR MT-270(B),Pavimentada,163BMT0591
12212,ACESSO RONDONÓPOLIS (II) - ENTR MT-483 (ANEL RODOVIÁRIO RONDONÓPOLIS),Pavimentada,163BMT0590
12213,ENTR MT-270(A) (ACESSO RONDONÓPOLIS (I)) - ACESSO RONDONÓPOLIS (II),Duplicada,163BMT0584
12214,ENTR BR-364(A) - ENTR MT-270(A) (ACESSO RONDONÓPOLIS (I)),Duplicada,163BMT0582
12215,ENTR MT-471 - ENTR BR-364(A),Pavimentada,163BMT0580
12216,ENTR MT-040(A) - ENTR MT-471,Pavimentada,163BMT0576
12217,ENTR MT-040 - ENTR MT-040(A),Pavimentada,163BMT0574
12218,ENTR MT-370 - ENTR MT-040,Pavimentada,163BMT0572
12219,ENTR MT-299 - ENTR MT-370,Pavimentada,163BMT0570
12220,ENTR MT-336 - ENTR BR-070(A) (INÍCIO DA DUPLICAÇÃO),Pavimentada,158BMT0282
12221,VALE DO SONHO - ENTR MT-336,Pavimentada,158BMT0280
12222,INDIANÓPOLIS - VALE DO SONHO,Pavimentada,158BMT0272
12223,ENTR BR-251(B)/MT-448 (NOVA XAVANTINA) - INDIANÓPOLIS,Pavimentada,158BMT0270
12224,NOVA BRASÍLIA - ENTR BR-251(B)/MT-448 (NOVA XAVANTINA),Pavimentada,158BMT0266
12225,ENTR BR-251(A) - NOVA BRASÍLIA,Pavimentada,158BMT0265
12226,ENTR MT-414 (CACHOEIRA) - ENTR BR-251(A),Pavimentada,158BMT0264
12227,ÁGUA BOA - ENTR MT-414 (CACHOEIRA),Pavimentada,158BMT0262
12228,ENTR MT-240 - ÁGUA BOA,Pavimentada,158BMT0260
12229,ENTR MT-326(B) - ENTR MT-240,Pavimentada,158BMT0255
12230,SERRA DOURADA - ENTR MT-326(B),Pavimentada,158BMT0250
12231,ENTR MT-326(A) (P/CANARANA) - SERRA DOURADA,Pavimentada,158BMT0245
12232,MATINHA - ENTR MT-326(A) (P/CANARANA),Pavimentada,158BMT0242
12233,RIBEIRÃO CASCALHEIRA - ENTR BR-080 (VILA RIBERÃO BONITO),Pavimentada,158BMT0225
12234,ENTR BR-174(A) - JATAÍ,Pavimentada,364BMT1001
12235,JATAÍ - PADRONAL,Pavimentada,364BMT1002
12236,ENTR MT-100(B) (P/LUCIARA) - SANTA CRUZ,Implantada,242BMT0543
12237,ENTR MT-433 (ALTO BOA VISTA) - ENTR BR-158(A)/MT-424,Implantada,242BMT0550
12238,ENTR MT-109(B) - ENTR MT-110,Planejada,242BMT0580
12239,ENTR BR-174/MT-473 (PONTES E LACERDA) - ENTR MT-199 (P/VILA BELA DA SANTÍSSIMA TRINDADE),Pavimentada,174BMT9000
12240,GASÔMETRO SUCUIÚNA - ENTR MT-170(A)/358,Implantada,364BMT0954
12241,ENTR MT-235(A) - CAMPO NOVO DOS PARECÍS,Pavimentada,364BMT0965
12242,FIM VARIANTE II SERRA DE SÃO VICENTE - ACESSO DISTRITO INDUSTRIAL,Pavimentada,163BMT0652
12243,ENTR. MT-260 (DOM AQUINO) - DIV. DOM AQUINO/ JACIARA,Pavimentada,344EMT0100
12244,ENTR. MT-344 (DOM AQUINO) - ENTR. MT-454(A),Leito Natural,260EMT0050
12245,RIB. PARNAIBA (DIV. CAMPO VERDE/ DOM AQUINO) - ENTR. MT-260 (DOM AQUINO),Pavimentada,344EMT0090
12246,ENTR. MT-457 (DIV. JACIARA/ D. AQUINO) - ENTR. MT-344 (DOM AQUINO),Implantada,260EMT0030
12247,ENTR. MT-454(B) - DIV. DOM AQUINO/POXOREO,Leito Natural,260EMT0080
12248,ENTR MT 241 - DIV CHAPADA DOS GUIMARAES/NOVA BRASILANDIA,Implantada,140EMT0270
12249,ENTR BR251(B) - DIV CAMPO VERDE/CHAPADA DOS GUIMARAES,Implantada,140EMT0240
12250,DIV STO ANTONIO LEVERGER/CAMPO VERDE - ENTR BR(163/364(A),Pavimentada,140EMT0190
12251,FIM DO TRECHO PAVIMENTADO - ENTR BR 251(A),Implantada,140EMT0200
12252,ENTR BR-070 - ENTR BR-251,Implantada,403EMT0010
12253,DIV CAMPO VERDE/CHAPADA DOS GUIMARAES - ENTR MT 241,Implantada,140EMT0250
12254,ENTR. BR-070/ MT-140 - ENTR. MT-450(A),Pavimentada,344EMT0010
12255,ENTR. MT-450(B) (AC. CEL. PONCE) - ENTR. MT-453(A),Pavimentada,344EMT0050
12256,ENTR. MT-270/451 (PIRIZAL) - ENTR. MT-452,Implantada,351EMT0030
12257,ENTR. MT-453(A) - ENTR. MT-453(B) (DIV. JACIARA/ DOM AQUINO),Pavimentada,344EMT0060
12258,CORR. ARAPUTANGA (DIV. CAMPO VERDE/ JACIARA) - ENTR. MT-450(B) (AC. CEL. PONCE),Pavimentada,344EMT0030
12259,ENTR. MT-450(A) - CORR. ARAPUTANGA (DIV. CAMPO VERDE/ JACIARA),Pavimentada,344EMT0020
12260,ENTR MT140 (NOVA BRASILANDIA) - DIV N BRASILANDIA/ CAMPO VERDE,Leito Natural,244EMT0120
12261,DIV CHAPADA DOS GUIMARAES/NOVA BRASILANDIA - ENTR MT244 (NOVA BRASILANDIA),Implantada,140EMT0280
12262,DIV N BRASILANDIA /CAMPO VERDE - ENTR BR 251,Leito Natural,244EMT0130
12263,DIV DIAMANTINO/SÃO JOSE DO RIO CLARO - ENTR MT235 (A) (APEPASA),Pavimentada,010EMT0245
12264,ENTR BR364 (B)/MT343 - PORTELA,Pavimentada,010EMT0230
12265,PORTELA - DIV DIAMANTINO / SÃO JOSE DO RIO CLARO,Pavimentada,010EMT0240
12266,PROJETO ELDORADO - ENTR P/FAZ SOLEDADE,Leito Natural,010EMT0300
12267,ENTR. MT-010 - TAPURAM,Implantada,338EMT0130
12268,TAPURAM - ANA TERRA,Implantada,338EMT0140
12269,ENTR MT 338 - PROJETO ELDORADO,Leito Natural,010EMT0290
12270,ENTR MT140(B) (DIV N BRASILANDIA/PLANALTO SERRA) - PLANALTO DA SERRA,Implantada,020EMT0130
12271,ENTR MT140(A) (PERESOPOLIS) - ENTR MT140(B) (DIV N BRASILANDIA/PLANALTO SERRA),Implantada,020EMT0128
12272,GLEBA OSCAR AMERICANO - ENTR MT328,Implantada,220EMT0050
12273,NOVA CANAA DO NORTE - COMUNIDADE DE AGUA BOA,Pavimentada,320EMT0127
12274,DIV. TAPURA/PORTO DOS GAUCHOS - RIO.CHANDELESS,Implantada,338EMT0170
12275,ENTR MT328 - RIO PAREDAO (DIV TABAPORA/PORTO DOS GAUCHOS),Implantada,220EMT0052
12276,ENTR. MT-416 - ENTR. MT-160 (A) P/USINA.APIACAS,Implantada,208EMT0070
12277,ACESSO A AGROSSAM - RIO DO SANGUE (DIV JUARA/BRASNORTE),Leito Natural,220EMT0100
12278,ENTR MT325 - ACESSO A AGROSSAM,Leito Natural,220EMT0090
12279,ENTR MT160(B) - ENTR MT325,Leito Natural,220EMT0080
12280,ENTR MT220(A) - ENTR 220(B) (P GAUCHOS) (DIV JUARA/P GAUCHOS),Leito Natural,160EMT0190
12281,RIO PAREDAO (DIV TABAPORA/PORTO DOS GAUCHOS) - ENTR MT338 (NOVO PARANA),Implantada,220EMT0055
12282,ENTR. TO-296(B) - DIV. TO/GO,Pavimentada,050ETO0210
12283,INICIO DO TRECHO PAVIMENTADO - RIO GRACAS (DIV PONTAL DO ARAGUAIA/B GARCAS,Pavimentada,100EMT0295
12284,RIO DAS MORTES - ENTR BR-158/242 (VILA RIBEIRÃO BONITO),Planejada,080BMT0280
12285,DIV PA/MT - ENTR MT-431 (VILA RICA),Implantada,158BMT0170
12286,ENTR MT-431 (VILA RICA) - ENTR MT-413,Implantada,158BMT0180
12287,ENTR MT-413 - ENTR MT-430,Implantada,158BMT0182
12288,ENTR MT-432 (CONFRESA) - PORTO ALEGRE DO NORTE,Implantada,158BMT0190
12289,ENTR MT-412 (P/CANABRAVA DO NORTE) - ENTR BR-242(A)/MT-424 (P/SÃO FÉLIX DO ARAGUAIA),Implantada,158BMT0200
12290,ENTR MT-322(B)/433 (ALÔ BRASIL) - ENTR MT-243,Em obras de pavimentação,242BMT0565
12291,ENTR MT-242(B)/322(A) - ENTR MT-322(B)/433 (ALÔ BRASIL),Em obras de pavimentação,242BMT0560
12292,ENTR MT-322(B)/433 (ALÔ BRASIL) - ENTR BR-158(B)/MT-243(A),Em obras de pavimentação,242BMT0565
12293,ENTR MT-060(B) (TARUMÃ) - ENTR MT-452,Pavimentada,070BMT0552
12294,ENTR MT-235 (P/SÃO JOSÉ DO RIO CLARO) - ENTR MT-338,Pavimentada,163BMT0800
12295,ENTR MT-338 - LUCAS DO RIO VERDE,Pavimentada,163BMT0802
12296,ENTR MT-320(A) (SANTA HELENA) - ENTR MT-320(B),Pavimentada,163BMT0840
12297,ENTR MT-320(B) - ENTR MT-208,Pavimentada,163BMT0841
12298,RIO CORONEL VANICK - ENTR MT-129/324(A) (GAÚCHA DO NORTE),Planejada,242BMT0590
12299,ÁGUA LIMPA - ENTR MT-324(B),Leito Natural,242BMT0610
12300,RIO CURISERVO - ENTR MT-130,Implantada,242BMT0600
12301,RIBEIRÃO PINDAÍBA - ENTR BR-158(A)/MT-107 (NOVA XAVANTINA),Planejada,251BMT0960
12302,ENTR MT-100 - RIBEIRÃO PINDAÍBA,Planejada,251BMT0952
12303,FIM PISTA DUPLA - ENTR MT-100(B)/299 (P/ARAGUAINHA),Pavimentada,364BMT0591
12304,ENTR MT-100(A) (DIV GO/MT) (ALTO ARAGUAIA) - FIM PISTA DUPLA *TRECHO URBANO*,Duplicada,364BMT0590
12305,ENTR MT-100(B)/299 (P/ARAGUAINHA) - ENTR MT-462,Pavimentada,364BMT0592
12306,ENTR MT-462 - ENTR MT-107 (ALTO GARÇAS),Pavimentada,364BMT0610
12307,ENTR MT-107 (ALTO GARÇAS) - ENTR MT-110,Pavimentada,364BMT0630
12308,ENTR MT-110 - ENTR MT-461(A),Pavimentada,364BMT0650
12309,ENTR MT-461(A) - ENTR MT-461(B),Pavimentada,364BMT0652
12310,ENTR BR-163(B) (POSTO GIL) - ENTR MT-240(B) (DIAMANTINO),Pavimentada,364BMT0892
12311,ENTR MT-160 (PARECÍS) - ENTR MT-339,Pavimentada,364BMT0940
12312,ENTR MT-339 - GASÔMETRO BR,Implantada,364BMT0950
12313,GASÔMETRO BR - GASÔMETRO SUCUIÚNA,Implantada,364BMT0952
12314,ENTR MT-170(A)/358 - ENTR MT-235(A),Pavimentada,364BMT0960
12315,CÓRREGO SANTA CRUZ - RIO PAPAGAIO,Implantada,364BMT0985
12316,RIO JURUENA - CAMPOS DE JÚLIO,Pavimentada,364BMT0998
12317,ENTR BR-158(B) (NOVA BRASÍLIA) - ENTR MT-110,Leito Natural,251BMT0972
12318,CÓRREGO MIMOSO - ENTR MT-130,Planejada,251BMT0990
12319,ENTR MT-110 - CÓRREGO MIMOSO,Planejada,251BMT0980
12320,ENTR MT-130 - ENTR MT-338,Leito Natural,251BMT1000
12321,BAR RANCHARIA - ENTR MT-244,Leito Natural,251BMT1004
12322,ENTR MT-140(A) - ENTR MT-404,Pavimentada,251BMT1012
12323,ENTR MT-404 - ENTR MT-140(B),Pavimentada,251BMT1030
12324,ENTR MT-404 - CHAPADA DOS GUIMARÃES,Pavimentada,251BMT1036
12325,CHAPADA DOS GUIMARÃES - ENTR MT-020(A) (BURITI),Pavimentada,251BMT1050
12326,INÍCIO PISTA INVERSA I S SÃO VICENTE - FIM PISTA INVERSA I S SÃO VICENTE,Pavimentada,364BMT9500
12327,INÍCIO PISTA INVERSA I SERRA SÃO VICENTE - FIM PISTA INVERSA I SERRA SÃO VICENTE,Pavimentada,070BMT9500
12328,ENTR BR-242(B)/MT-243 (P/QUERÊNCIA) - INICIO DA PAVIMENTAÇÃO,Em obras de pavimentação,158BMT0221
12329,ENTR MT-020(A) (BURITI) - ENTR MT-351(A),Pavimentada,251BMT1052
12330,ENTR MT-242(A) (VALE DO XINGU) - NOVA UBIRATÃ,Implantada,242BMT0620
12331,ENTR MT-140(B) - ENTR MT-490,Implantada,242BMT0635
12332,ENTR MT-490 - ENTR BR-163/MT-242(B) (SORRISO),Implantada,242BMT0640
12333,ENTR MT-208(B)/420(B) (ARIPUANÃ) - ENTR MT-418(A) (IGARAPÉ DO NATAL),Planejada,174BMT0207
12334,ENTR MT-100 - RIO DAS MORTES,Planejada,080BMT0275
12335,DIV GO/MT - ENTR MT-100,Planejada,080BMT0270
12336,ENTR MT-240(B) (DIAMANTINO) - ENTR MT-010(B)/343,Pavimentada,364BMT0912
12337,ENTR MT-430 - ENTR MT-432 (CONFRESA),Implantada,158BMT0184
12338,ENTR MT-243(B)/109(A) (QUERÊNCIA) - ENTR MT-109(B),Leito Natural,242BMT0575
12339,ENTR BR-070(B)/MT-060(B) (TREVO LAGARTO) - MATA GRANDE,Pavimentada,364BMT0824
12340,ENTR BR-174(B) - ENTR MT-175,Pavimentada,070BMT0592
12341,ENTR MT-175 - PORTO LIMÃO,Pavimentada,070BMT0595
12342,PORTO LIMÃO - ENTR MT-388,Pavimentada,070BMT0600
12343,ENTR BR-163(A) - ENTR MT-270(A) (ACESSO RONDONÓPOLIS (I)),Duplicada,364BMT0678
12344,ENTR MT-270(A) (ACESSO RONDONÓPOLIS (I)) - ACESSO RONDONÓPOLIS (II),Duplicada,364BMT0680
12345,ACESSO RONDONÓPOLIS (II) - ENTR MT-483 (ANEL RODOVIÁRIO RONDONÓPOLIS),Pavimentada,364BMT0690
12346,ENTR MT-483 (ANEL RODOVIÁRIO RONDONÓPOLIS) - ENTR MT-270(B),Pavimentada,364BMT0691
12347,ENTR MT-270(B) - ENTR MT-469(A),Pavimentada,364BMT0692
12348,ENTR MT-469(A) - ENTR MT-469(B),Pavimentada,364BMT0694
12349,ENTR MT-469(B) - ENTR MT-454 (SANTA ELVIRA),Pavimentada,364BMT0696
12350,ENTR MT-454 (SANTA ELVIRA) - JUSCIMEIRA,Pavimentada,364BMT0697
12351,JUSCIMEIRA - ENTR MT-373,Pavimentada,364BMT0698
12352,ENTR MT-373 - ENTR MT-472 (SÃO PEDRO DA CIPA),Pavimentada,364BMT0699
12353,ENTR MT-472 (SÃO PEDRO DA CIPA) - ENTR MT-344,Pavimentada,364BMT0700
12354,ENTR MT-344 - ENTR MT-457(A) (P/JACIÁRA),Duplicada,364BMT0710
12355,POLÍCIA RODOVIÁRIA FEDERAL (MANAUS) - INÍCIO TRAVESSIA RIO AMAZONAS,Duplicada,319BAM0020
12356,ENTR MT-457(A) (P/JACIÁRA) - ENTR MT-457(B),Duplicada,364BMT0712
12357,ENTR MT-457(B) - ENTR MT-260,Pavimentada,364BMT0714
12358,ENTR MT-260 - ENTR MT-453,Pavimentada,364BMT0716
12359,ENTR MT-453 - ENTR MT-140(A),Pavimentada,364BMT0718
12360,ENTR MT-140(A) - ENTR BR-070(A)/MT-140(B) (SÃO VICENTE),Pavimentada,364BMT0730
12361,MATA GRANDE - ENTR MT-246(A) (P/ACORIZAL),Pavimentada,364BMT0825
12362,ENTR MT-246(A) (P/ACORIZAL) - JANGADA,Pavimentada,364BMT0827
12363,JANGADA - ENTR MT-246(B),Pavimentada,364BMT0830
12364,ENTR MT-246(B) - ACESSO ROSÁRIO OESTE,Pavimentada,364BMT0850
12365,ACESSO ROSÁRIO OESTE - ENTR MT-241 (NOBRES),Pavimentada,364BMT0852
12366,ENTR MT-241 (NOBRES) - ENTR MT-240(A),Pavimentada,364BMT0871
12367,ENTR MT-240(A) - ENTR BR-163(B) (POSTO GIL),Pavimentada,364BMT0890
12368,ENTR BR-158(A)/MT-107 (NOVA XAVANTINA) - ENTR BR-158(B) (NOVA BRASÍLIA),Pavimentada,251BMT0970
12369,ENTR MT-010 - ENTR BR-070/163/364/MT-020(B) (CUIABÁ),Pavimentada,251BMT1070
12370,ENTR MT-351(A) - ENTR MT-010,Pavimentada,251BMT1060
12371,INÍC PISTA INVERSA II SERRA SÃO VICENTE - FIM PISTA INVERSA II SERRA SÃO VICENTE,Pavimentada,070BMT9510
12372,ENTR. BR-364 - ENTR. AC-040 (PLACIDO DE CASTRO),Implantada,401EAC0010
12373,ENTR. AC-040 (B) - ENTR. BR-317,Leito Natural,400EAC0030
12374,ENTR. AC-400 (B) - ENTR. BR-317 (A),Pavimentada,040EAC0030
12375,ENTR. BR-364 (BOM FUTURO) - ENTR. AC-040 (A),Leito Natural,400EAC0010
12376,ENTR. AC-401 (PLACIDO DE CASTRO) - ENTR. AC-400,Pavimentada,040EAC0010
12377,ENTR. AC-400 (A) - ENTR. AC-400 (B),Pavimentada,040EAC0020
12378,ENTR AC-321 (TARAUACA) - RIO GREGÓRIO,Pavimentada,364BAC1770
12379,RIO GREGÓRIO - ENTR AC-186 (BOM FUTURO/RIO LIBERDADE),Pavimentada,364BAC1790
12380,,,307BAC010
12381,INÍCIO DO TRECHO PAVIMENTADO - ENTR PA-459,Pavimentada,230BPA1230
12382,FIM TRV R ARAGUAIA (S RAIMUNDO ARAGUAIA) - INÍCIO DO TRECHO PAVIMENTADO,Implantada,230BPA1200
12383,ENTR MT-403 - ENTR MT-404,Implantada,251BMT1034
12384,ENTR MT-140(B) - ENTR MT-403,Implantada,251BMT1032
12385,ENTR MT-208 - TERRA NOVA DO NORTE,Pavimentada,163BMT0842
12386,GUARANTÃ DO NORTE - DIV MT/PA,Em obras de pavimentação,163BMT0860
12387,ENTR MT-248 (CERRO AZUL) - ENTR MT-247,Pavimentada,174BMT0091
12388,ENTR MT-246(A)/473 (PONTES E LACERDA) - ENTR MT-246(B),Pavimentada,174BMT0094
12389,ENTR MT-246(B) - RIO SARARÉ,Pavimentada,174BMT0100
12390,CONQUISTA DO OESTE - NOVA LACERDA,Pavimentada,174BMT0112
12391,CÓRREGO DOURADO - COMODORO,Pavimentada,174BMT0120
12392,NOVA LACERDA - CÓRREGO DOURADO,Pavimentada,174BMT0115
12393,ENTR BR-364 (QUATRO BOCAS) - ENTR AC-040(A),Pavimentada,317BAC0190
12394,ENTR AC-405(A)/407(B) (P/CRUZEIRO DO SUL) - ENTR AC-405(B) (MÂNCIO LIMA),Pavimentada,364BAC1830
12395,,,405EAC010
12396,,,307BAC020
12397,RIOZINHO DO ANDIRÁ - ENTR AC-339 (SENA MADUREIRA),Pavimentada,364BAC1630
12398,ESTRADA DO AEROPORTO - RIOZINHO DO ANDIRÁ,Pavimentada,364BAC1620
12399,"ENTR BR-364 (KM 339,7) - MANOEL URBANO",Em obras de pavimentação,364BAC9010
12400,"ENTR BR-364 (KM 350,7) - ENTR BR-364 (KM 338,8 - CONTORNO NORTE DE JI-PARANÁ)",Planejada,364BRO9020
12401,FIM CONTORNO RIO BRANCO - ESTRADA DO AEROPORTO,Duplicada,364BAC1610
